data;

param numFacilities := 45;
101 12468 0.656800 0.985344
102 41829 0.499221 0.975839
103 42726 0.410575 0.291724
104 35314 0.862274 0.366896
105 46870 0.637116 0.430794
106 23846 0.947114 0.392565
107 48140 0.087218 0.822556
108 26323 0.618883 0.964438
109 40837 0.709710 0.059755
110 2496 0.549493 0.253049
111 16883 0.730795 0.447073
112 18759 0.423005 0.090840
113 31939 0.069858 0.645030
114 15621 0.489025 0.716572
115 113 0.508107 0.822762
116 29676 0.759462 0.170680
117 30671 0.158800 0.485026
118 48402 0.017285 0.959171
119 24846 0.174275 0.828352
120 30387 0.793409 0.512166
121 41165 0.183205 0.210472
122 22468 0.210733 0.195410
123 30248 0.251964 0.252034
124 35051 0.924465 0.447374
125 35719 0.675784 0.473261
126 29576 0.404812 0.762990
127 8185 0.206353 0.835674
128 40370 0.216524 0.042844
129 42877 0.756450 0.588307
130 40541 0.550929 0.932864
131 23024 0.100807 0.304018
132 30364 0.345239 0.752721
133 18045 0.325567 0.173704
134 22566 0.278922 0.187318
135 16650 0.135046 0.604050
136 39229 0.603088 0.803418
137 44990 0.197516 0.452597
138 5641 0.855695 0.107163
139 13935 0.636683 0.975358
140 8737 0.864279 0.230498
141 27989 0.489385 0.162963
142 6521 0.987632 0.863923
143 16560 0.261167 0.824110
144 23163 0.815286 0.082068
145 7847 0.612732 0.549490
146 4349 0.562751 0.164656
147 35490 0.497693 0.735869
148 27246 0.494267 0.606244
149 34991 0.349457 0.613121
150 3832 0.211960 0.675164
151 21274 0.136914 0.767968
152 23287 0.137123 0.040023
153 30239 0.059688 0.979366
154 16712 0.632202 0.769667
155 25968 0.235978 0.438285
156 7162 0.358204 0.799568
157 36259 0.799026 0.046173
158 26133 0.320980 0.592385
159 27335 0.649295 0.159006
160 31759 0.242110 0.923638
161 13284 0.605182 0.006000
162 13218 0.527360 0.639284
163 11194 0.075882 0.518870
164 27848 0.312030 0.391134
165 45773 0.460482 0.223368
166 1257 0.034736 0.605891
167 35636 0.205165 0.909174
168 16562 0.836809 0.228048
169 4616 0.096025 0.633391
170 25491 0.154786 0.585668
171 23633 0.858159 0.492413
172 45420 0.220085 0.841590
173 47620 0.724609 0.769421
174 43403 0.992039 0.498696
175 36899 0.706996 0.261820
176 11493 0.219315 0.519297
177 15784 0.987587 0.821715
178 17988 0.582923 0.571860
179 38720 0.982751 0.977102
180 25146 0.459072 0.468701
181 20261 0.439802 0.612910
182 17687 0.237590 0.022964
183 43132 0.875060 0.522927
184 10393 0.357651 0.360126
185 4194 0.182960 0.275047
186 22793 0.667570 0.569933
187 34651 0.843933 0.744902
188 39605 0.490682 0.328446
189 48289 0.435256 0.633302
190 30994 0.252580 0.943014
191 44342 0.112304 0.813739
192 30174 0.142453 0.452723
193 47239 0.117645 0.803111
194 22647 0.933858 0.321125
195 9641 0.648437 0.586271
196 9168 0.337161 0.581750
197 15231 0.859745 0.833319
198 45563 0.378079 0.057656
199 47448 0.561760 0.979423
200 840 0.074188 0.199645
201 41132 0.845257 0.681904
202 4702 0.642501 0.467325
203 42599 0.198602 0.443822
204 14403 0.802774 0.660668
205 18507 0.878940 0.133254
206 47436 0.390806 0.444337
207 25461 0.168185 0.412216
208 18399 0.961268 0.526147
209 908 0.889878 0.893724
210 37736 0.482054 0.211694
211 29071 0.370647 0.077427
212 21293 0.188716 0.897846
213 35175 0.870207 0.612017
214 29694 0.943241 0.694787
215 13252 0.894388 0.893734
216 48976 0.776645 0.835071
217 33095 0.869503 0.644098
218 37413 0.418606 0.869098
219 41444 0.516329 0.083473
220 4064 0.165097 0.602771
221 7857 0.168092 0.136296
222 18328 0.462018 0.346018
223 15281 0.638097 0.789706
224 44534 0.861121 0.934995
225 5720 0.887155 0.040658
226 14941 0.567883 0.406874
227 29883 0.956193 0.637082
228 26869 0.929806 0.474273
229 7842 0.144286 0.782570
230 47510 0.560002 0.314313
231 25635 0.670097 0.145559
232 45821 0.336385 0.939334
233 11501 0.576258 0.425629
234 14191 0.432398 0.504569
235 32862 0.296298 0.829135
236 40507 0.350120 0.221906
237 19216 0.293319 0.511960
238 3683 0.530024 0.181422
239 50179 0.315450 0.353843
240 20564 0.442326 0.515949
241 31091 0.870423 0.642256
242 5973 0.047480 0.423011
243 44726 0.414027 0.177568
244 31938 0.801657 0.444974
245 36091 0.556594 0.219746
246 41624 0.726137 0.622179
247 13541 0.244289 0.599540
248 49287 0.985916 0.842846
249 28108 0.548316 0.800255
250 7622 0.080598 0.241818
251 39562 0.187439 0.552826
252 13661 0.163978 0.295366
253 45542 0.653789 0.758349
254 19832 0.173949 0.930972
255 41727 0.640630 0.296989
256 9210 0.453367 0.881754
257 22149 0.796092 0.972107
258 1595 0.029117 0.874171
259 43193 0.601253 0.113674
260 12439 0.731118 0.706464
261 34942 0.005618 0.957069
262 14719 0.231865 0.579019
263 48491 0.143365 0.313442
264 43660 0.846597 0.417032
265 39226 0.349083 0.921231
266 16184 0.623343 0.708054
267 33477 0.130168 0.417226
268 39901 0.829259 0.635726
269 36080 0.184870 0.266778
270 30137 0.726815 0.252065
271 36547 0.928501 0.007510
272 27076 0.075302 0.990357
273 19124 0.742899 0.699641
274 5415 0.466966 0.196961
275 9937 0.500518 0.461617
276 19068 0.564275 0.238076
277 14323 0.579952 0.830513
278 25926 0.757767 0.294814
279 37241 0.737492 0.538670
280 36637 0.272190 0.079422
281 19683 0.360537 0.650932
282 10591 0.173872 0.669875
283 3879 0.192640 0.280517
284 31450 0.848788 0.406882
285 10475 0.998899 0.802717
286 26819 0.071328 0.461728
287 19176 0.569769 0.500016
288 20205 0.457372 0.801366
289 30174 0.112986 0.278989
290 32232 0.715161 0.717238
291 28799 0.020358 0.415987
292 40684 0.600495 0.357361
293 48550 0.587475 0.477091
294 10851 0.349186 0.945047
295 25772 0.273478 0.559920
296 10597 0.731113 0.941265
297 2574 0.806590 0.396549
298 22462 0.221270 0.920164
299 2346 0.091755 0.766907
300 5000 0.373219 0.743851
301 2616 0.494940 0.475833
302 51064 0.518510 0.264199
303 9387 0.311541 0.598328
304 42197 0.067742 0.095332
305 33835 0.855160 0.395126
306 25435 0.412394 0.054121
307 17440 0.743387 0.987243
308 35328 0.821973 0.320482
309 28801 0.898321 0.853020
310 2644 0.198592 0.575171
311 21341 0.256951 0.733483
312 29360 0.280211 0.301985
313 15247 0.426385 0.509838
314 8647 0.734391 0.984643
315 6043 0.766825 0.410747
316 22885 0.243547 0.759546
317 18238 0.630059 0.807052
318 36042 0.972666 0.106295
319 50506 0.338300 0.224128
320 6116 0.024976 0.412159
321 43715 0.183061 0.319514
322 15064 0.305584 0.480934
323 41392 0.302238 0.631589
324 22247 0.738989 0.962048
325 45862 0.005630 0.204697
326 51565 0.296854 0.696280
327 26752 0.435642 0.357971
328 15426 0.086457 0.624587
329 44977 0.241437 0.061349
330 13321 0.312822 0.228828
331 12504 0.796921 0.932115
332 46002 0.452814 0.104854
333 37473 0.263111 0.696123
334 7258 0.526282 0.807643
335 16966 0.345105 0.912339
336 24055 0.821570 0.955682
337 35178 0.753039 0.784186
338 9269 0.242983 0.055440
339 44989 0.700042 0.494282
340 30713 0.802381 0.936752
341 12870 0.943754 0.706260
342 29621 0.406366 0.139834
343 22916 0.376272 0.662886
344 23932 0.917042 0.002772
345 36095 0.602679 0.742052
346 5923 0.269071 0.290698
347 7007 0.218112 0.931020
348 21304 0.839480 0.394744
349 11183 0.684838 0.494995
350 30265 0.889776 0.330093
351 8638 0.322425 0.716566
352 5636 0.259842 0.201997
353 22103 0.659839 0.456784
354 37532 0.205060 0.780909
355 12859 0.445047 0.883670
356 19136 0.655072 0.979312
357 20709 0.769760 0.482934
358 46777 0.465213 0.747070
359 33012 0.442590 0.431194
360 43370 0.675384 0.086257
361 41315 0.106194 0.566309
362 12320 0.257286 0.350539
363 36737 0.345298 0.169186
364 37390 0.083950 0.338604
365 2166 0.674214 0.685176
366 29210 0.926479 0.002052
367 29764 0.097197 0.908724
368 19503 0.564248 0.981362
369 7326 0.983038 0.440119
370 46072 0.089348 0.424465
371 1538 0.946854 0.266849
372 1967 0.849546 0.622470
373 10510 0.194725 0.269347
374 24311 0.146759 0.806609
375 24743 0.313002 0.074858
376 2828 0.938093 0.861948
377 16711 0.570579 0.683111
378 48977 0.646231 0.248358
379 29683 0.800590 0.238810
380 27651 0.017840 0.928285
381 13999 0.564031 0.679975
382 4730 0.664184 0.967482
383 14163 0.555474 0.530833
384 13583 0.943360 0.135064
385 15710 0.293375 0.327886
386 39545 0.029652 0.527153
387 3168 0.077735 0.946865
388 38034 0.943484 0.646090
389 15335 0.478995 0.860397
390 48999 0.208093 0.274482
391 15988 0.149263 0.146720
392 12766 0.026702 0.944648
393 34300 0.634314 0.171855
394 23310 0.132410 0.479914
395 18592 0.426186 0.855183
396 19124 0.809148 0.396398
397 27808 0.798382 0.149167
398 1282 0.553350 0.635927
399 33203 0.431587 0.645018
400 16504 0.589713 0.399631
401 44525 0.433569 0.037729
402 2818 0.081963 0.891828
403 39129 0.586275 0.581030
404 50770 0.131266 0.703128
405 9071 0.734362 0.951950
406 5315 0.122873 0.781348
407 20964 0.234905 0.258090
408 31732 0.043138 0.222951
409 4425 0.030486 0.595510
410 4128 0.351985 0.594026
411 13278 0.234165 0.833637
412 26685 0.482069 0.486975
413 29614 0.920328 0.418545
414 6465 0.450066 0.096860
415 14504 0.533578 0.550734
416 2770 0.699594 0.421864
417 50018 0.772441 0.565212
418 32823 0.854567 0.567018
419 16127 0.831119 0.748176
420 51026 0.162039 0.189525
421 41662 0.374380 0.236799
422 17793 0.945324 0.665207
423 42095 0.361080 0.432225
424 38661 0.753609 0.667037
425 12178 0.651295 0.515226
426 22113 0.791810 0.489080
427 29223 0.506603 0.579429
428 20070 0.416607 0.102842
429 40350 0.418481 0.193194
430 19022 0.621523 0.761914
431 36368 0.569698 0.976347
432 41835 0.719827 0.392971
433 51511 0.445620 0.034522
434 10075 0.665093 0.002008
435 8025 0.250545 0.259904
436 36509 0.428594 0.498649
437 23514 0.107617 0.189553
438 23367 0.208658 0.619464
439 5732 0.419424 0.666843
440 40696 0.767014 0.672267
441 29054 0.145570 0.957002
442 3456 0.288051 0.097681
443 26869 0.081857 0.144362
444 20773 0.340658 0.498056
445 19264 0.261850 0.474308
446 19549 0.504951 0.105163
447 23345 0.586323 0.456589
448 34638 0.416013 0.923054
449 16867 0.579143 0.565899
450 45066 0.424318 0.490882
451 30317 0.608520 0.525469
452 36335 0.407542 0.303254
453 21559 0.757050 0.262722
454 47189 0.833153 0.519345
455 26459 0.517823 0.355019
456 18541 0.126882 0.678654
457 49828 0.997900 0.967458
458 4098 0.794648 0.177047
459 25039 0.538973 0.760612
460 8004 0.864796 0.097794
461 50573 0.869261 0.632407
462 8813 0.828300 0.716559
463 29930 0.180112 0.140382
464 18570 0.480974 0.945591
465 31501 0.554171 0.453222
466 16085 0.559352 0.193702
467 9664 0.471986 0.321757
468 11792 0.926534 0.872498
469 19910 0.219860 0.398065
470 50611 0.535910 0.012221
471 673 0.835760 0.850152
472 4987 0.115214 0.516401
473 13655 0.147410 0.670384
474 22449 0.690832 0.546407
475 26296 0.198246 0.028415
476 36547 0.055375 0.116585
477 45438 0.938890 0.014942
478 43833 0.672323 0.114296
479 46104 0.835436 0.499393
480 25186 0.002777 0.653802
481 17939 0.588076 0.557462
482 50295 0.622840 0.561371
483 49147 0.067132 0.019201
484 20884 0.704026 0.821598
485 12991 0.704278 0.531615
486 12243 0.512351 0.378084
487 18411 0.772498 0.253455
488 1767 0.723695 0.500134
489 5496 0.725860 0.360651
490 3748 0.742097 0.101845
491 30402 0.303050 0.699880
492 41677 0.196617 0.969958
493 4266 0.135662 0.876116
494 36791 0.503177 0.672903
495 48153 0.290261 0.347224
496 21612 0.587578 0.740878
497 46729 0.076734 0.057545
498 50910 0.116119 0.082034
499 23336 0.865490 0.540520
500 37892 0.256719 0.547582
501 24477 0.553317 0.553609
502 27671 0.656217 0.745874
503 39259 0.357437 0.763799
504 31044 0.048927 0.007901
505 44751 0.577642 0.596844
506 25917 0.492857 0.218507
507 49466 0.020227 0.696242
508 4163 0.214360 0.524324
509 28143 0.444670 0.937293
510 12019 0.822351 0.194399
511 22937 0.605933 0.041988
512 52989 0.952594 0.165745
513 44650 0.580360 0.952791
514 35834 0.906681 0.398186
515 25817 0.573591 0.773964
516 4503 0.849505 0.624847
517 47812 0.499036 0.453823
518 13283 0.500914 0.259895
519 18134 0.807899 0.669991
520 30027 0.743749 0.399723
521 22694 0.013984 0.387410
522 22378 0.282025 0.299081
523 22888 0.923494 0.509774
524 49109 0.481480 0.376319
525 29552 0.429272 0.798280
526 39488 0.333259 0.734188
527 42378 0.975635 0.621483
528 34074 0.139203 0.480975
529 7230 0.822873 0.405593
530 40778 0.386757 0.530116
531 3944 0.000674 0.533204
532 23750 0.525679 0.457791
533 40621 0.157417 0.988551
534 11209 0.513074 0.561714
535 40962 0.601567 0.236568
536 1140 0.846753 0.599830
537 28837 0.419288 0.091999
538 52880 0.022009 0.926070
539 50871 0.755476 0.390748
540 6998 0.172464 0.376260
541 17270 0.421432 0.999659
542 31157 0.421457 0.147881
543 9472 0.760904 0.546915
544 50450 0.034726 0.065204
545 21945 0.961925 0.742533
546 44314 0.530306 0.311192
547 28130 0.305481 0.226743
548 46157 0.978452 0.520132
549 9566 0.017866 0.884671
550 27701 0.597492 0.243956
551 7891 0.671946 0.167896
552 37471 0.110134 0.433418
553 49436 0.259814 0.421325
554 40252 0.300019 0.301758
555 12980 0.093025 0.343352
556 37029 0.288435 0.240074
557 29437 0.376780 0.656315
558 26319 0.694842 0.232689
559 21141 0.938276 0.886661
560 38261 0.028839 0.965302
561 13522 0.795639 0.574015
562 29066 0.613743 0.008870
563 24323 0.763600 0.508652
564 19175 0.143385 0.875792
565 11818 0.999564 0.523304
566 12970 0.446574 0.846507
567 24565 0.284285 0.450514
568 14929 0.751783 0.924634
569 24176 0.453128 0.297623
570 38578 0.472657 0.200138
571 5293 0.017645 0.555439
572 45863 0.479090 0.055004
573 14058 0.753791 0.478662
574 14959 0.221468 0.425048
575 7752 0.361037 0.864601
576 26736 0.173620 0.189615
577 7962 0.078892 0.544636
578 49832 0.663325 0.328376
579 52436 0.867490 0.023096
580 47745 0.911933 0.253925
581 5855 0.187756 0.201822
582 21747 0.095892 0.948880
583 21528 0.728658 0.469831
584 7300 0.272359 0.582182
585 17250 0.463791 0.068409
586 37933 0.545967 0.035550
587 42174 0.862456 0.633896
588 32483 0.240560 0.041068
589 43480 0.270792 0.705336
590 53072 0.011702 0.528090
591 38852 0.036528 0.369838
592 34702 0.786339 0.545474
593 42351 0.189675 0.916578
594 41739 0.214874 0.394354
595 34960 0.695003 0.822374
596 25064 0.101324 0.421501
597 27993 0.248970 0.068554
598 15554 0.776443 0.539179
599 14473 0.359999 0.581546
600 15018 0.496437 0.932470
601 34130 0.597209 0.670039
602 40996 0.491779 0.055223
603 297 0.150598 0.362112
604 27426 0.107673 0.334472
605 17775 0.028006 0.636346
606 21690 0.407606 0.234354
607 4687 0.318498 0.128589
608 5081 0.884907 0.416802
609 9051 0.441553 0.867723
610 22537 0.645250 0.396147
611 13601 0.589819 0.237648
612 5109 0.648936 0.593683
613 21911 0.100280 0.107722
614 33822 0.601988 0.879382
615 37951 0.964476 0.114639
616 43165 0.919201 0.421322
617 47361 0.822663 0.616057
618 42880 0.938811 0.601989
619 9912 0.154766 0.821398
620 1173 0.193385 0.232503
621 42391 0.859533 0.858416
622 22046 0.200966 0.612106
623 22576 0.045497 0.475355
624 52871 0.882589 0.657392
625 4757 0.969814 0.733356
626 50458 0.254569 0.401169
627 48034 0.905613 0.385162
628 35360 0.234013 0.680796
629 37061 0.878772 0.723549
630 7956 0.626062 0.159159
631 49234 0.993730 0.321891
632 34348 0.736027 0.198452
633 29467 0.802927 0.205302
634 4764 0.682835 0.192399
635 50793 0.119237 0.844027
636 51933 0.217607 0.981455
637 51166 0.704138 0.736517
638 22760 0.623872 0.803601
639 47916 0.040422 0.785583
640 25194 0.379584 0.909343
641 9337 0.260713 0.081754
642 35495 0.119895 0.765303
643 41590 0.759624 0.114355
644 19707 0.862886 0.614634
645 43509 0.654580 0.321436
646 9751 0.402293 0.912622
647 1382 0.046426 0.205212
648 31781 0.047532 0.215222
649 48230 0.705230 0.759688
650 33999 0.499574 0.174600
651 36632 0.506120 0.452766
652 34395 0.936162 0.931925
653 33904 0.357741 0.195101
654 12415 0.635551 0.922433
655 2470 0.513154 0.088986
656 30181 0.591624 0.201116
657 24304 0.673630 0.189165
658 35543 0.098727 0.085079
659 37983 0.802875 0.340045
660 20951 0.490703 0.021041
661 31721 0.284035 0.718293
662 51446 0.575918 0.787986
663 16820 0.815488 0.853043
664 28493 0.677026 0.325255
665 42075 0.819365 0.466672
666 12975 0.853780 0.378023
667 43943 0.848786 0.670809
668 1285 0.706820 0.643601
669 18174 0.763364 0.096084
670 23143 0.300235 0.195336
671 26247 0.373691 0.857794
672 18173 0.264818 0.608760
673 6505 0.889937 0.142475
674 10826 0.414991 0.571061
675 22744 0.608379 0.162562
676 31335 0.896207 0.117822
677 3948 0.232371 0.322049
678 36375 0.207907 0.752601
679 31718 0.891675 0.883519
680 37264 0.821719 0.013798
681 52478 0.661633 0.391070
682 10620 0.116037 0.915342
683 4481 0.383543 0.322412
684 9927 0.384924 0.984220
685 44949 0.926512 0.479082
686 33095 0.442002 0.591724
687 30355 0.661364 0.009666
688 15106 0.660595 0.775848
689 35731 0.312409 0.909347
690 2791 0.443825 0.104368
691 29895 0.522485 0.997039
692 14405 0.509023 0.324810
693 39985 0.632493 0.512377
694 46494 0.207280 0.001850
695 22794 0.611687 0.958227
696 19996 0.650696 0.381657
697 24530 0.527332 0.429928
698 3220 0.543855 0.148072
699 51986 0.533912 0.270435
700 13816 0.645509 0.417081
701 46226 0.261606 0.622711
702 7877 0.278407 0.510824
703 35942 0.979204 0.155023
704 5564 0.888331 0.308729
705 47701 0.250193 0.926392
706 27969 0.115556 0.444517
707 20665 0.374853 0.034236
708 23897 0.441084 0.056798
709 53964 0.098978 0.549804
710 26649 0.163780 0.712055
711 47439 0.423209 0.761036
712 1970 0.057860 0.631000
713 6741 0.983006 0.051891
714 42216 0.351229 0.010868
715 35655 0.202086 0.955253
716 9107 0.088658 0.407064
717 24911 0.483021 0.984412
718 44924 0.921974 0.416492
719 27687 0.546416 0.346356
720 22228 0.811129 0.973895
721 22898 0.666729 0.159760
722 19895 0.273675 0.606881
723 26072 0.971633 0.156914
724 21228 0.606550 0.206461
725 39010 0.086524 0.249187
726 12291 0.045308 0.424457
727 53500 0.823704 0.823922
728 17520 0.174452 0.073401
729 45086 0.701214 0.317047
730 7606 0.257250 0.916159
731 20610 0.728300 0.338984
732 22743 0.457700 0.174007
733 25052 0.382420 0.861950
734 30137 0.448497 0.072251
735 14783 0.699857 0.541553
736 51689 0.837846 0.671309
737 33882 0.158726 0.335263
738 6845 0.840497 0.098331
739 55544 0.331322 0.973389
740 49243 0.867251 0.827682
741 41346 0.767163 0.724035
742 19150 0.236598 0.464477
743 44134 0.932622 0.184092
744 37650 0.590966 0.358253
745 31533 0.020022 0.943807
746 2165 0.238795 0.600532
747 18866 0.374143 0.949276
748 25558 0.518509 0.553510
749 51288 0.982806 0.910617
750 28768 0.231912 0.071615
751 28425 0.086576 0.155461
752 27041 0.285397 0.190295
753 41387 0.398120 0.998163
754 38711 0.166318 0.114728
755 37922 0.998592 0.957552
756 25456 0.185380 0.197915
757 18164 0.521530 0.737461
758 36346 0.736057 0.512727
759 53731 0.743750 0.263495
760 33698 0.608473 0.427712
761 30425 0.309928 0.364118
762 39165 0.764080 0.085653
763 7917 0.386026 0.557709
764 15533 0.891213 0.443278
765 34509 0.711956 0.961676
766 1009 0.392356 0.750918
767 55295 0.422433 0.978493
768 49948 0.558202 0.779372
769 9232 0.046178 0.085248
770 26046 0.295522 0.343422
771 22202 0.144149 0.567865
772 14975 0.338927 0.647924
773 21807 0.424909 0.672557
774 38069 0.185795 0.630523
775 3617 0.393193 0.957721
776 34997 0.256102 0.484882
777 51186 0.411702 0.528291
778 33135 0.427756 0.725608
779 39882 0.540987 0.789633
780 27776 0.056713 0.965090
781 35248 0.512924 0.107787
782 17947 0.248175 0.934404
783 37347 0.395775 0.954177
784 26293 0.859826 0.892749
785 42806 0.115502 0.210776
786 45790 0.387862 0.576661
787 33860 0.346910 0.436470
788 24159 0.280907 0.880878
789 22944 0.428658 0.990624
790 23645 0.571627 0.306239
791 42519 0.028170 0.740523
792 38757 0.057948 0.918266
793 54365 0.702953 0.880314
794 25608 0.953757 0.569796
795 11183 0.499431 0.616081
796 5128 0.312501 0.228117
797 8724 0.153922 0.747297
798 11624 0.794826 0.586441
799 10583 0.897267 0.758479
800 9762 0.843556 0.790561
801 24975 0.591853 0.436099
802 51045 0.599523 0.584546
803 15071 0.348880 0.424381
804 39905 0.899185 0.223041
805 1170 0.602909 0.199649
806 7730 0.848267 0.894076
807 40827 0.668844 0.003566
808 40246 0.664998 0.656667
809 22719 0.411086 0.070159
810 49234 0.638168 0.041419
811 23245 0.417984 0.064905
812 20088 0.031737 0.454675
813 28983 0.478290 0.249448
814 47675 0.461125 0.198789
815 24062 0.666731 0.773640
816 9034 0.427866 0.247812
817 13367 0.161508 0.132119
818 11940 0.864501 0.195102
819 13129 0.859625 0.916517
820 24560 0.585941 0.086948
821 49033 0.627822 0.515147
822 4207 0.544085 0.633937
823 2561 0.993046 0.086339
824 6608 0.768976 0.815435
825 39423 0.773000 0.251463
826 42998 0.797028 0.729223
827 2902 0.165975 0.071808
828 7402 0.689489 0.668109
829 54160 0.275740 0.310964
830 4459 0.738668 0.836769
831 23278 0.587869 0.225587
832 44775 0.527620 0.686044
833 52071 0.691943 0.255369
834 29669 0.388146 0.712478
835 32591 0.126604 0.442687
836 43229 0.849791 0.619047
837 35786 0.730135 0.435211
838 1610 0.271773 0.161991
839 10579 0.073009 0.186205
840 41967 0.890677 0.795566
841 4628 0.404853 0.854767
842 4623 0.414509 0.706222
843 2604 0.961045 0.885688
844 15645 0.168608 0.325984
845 44908 0.663460 0.082682
846 52220 0.768625 0.092624
847 16163 0.427835 0.740435
848 24020 0.218450 0.821216
849 46115 0.259261 0.697767
850 49272 0.096522 0.840201
851 50151 0.788013 0.287481
852 4185 0.834883 0.963428
853 47012 0.634582 0.761852
854 55589 0.012725 0.995714
855 52463 0.557900 0.006713
856 11528 0.736271 0.449548
857 11831 0.011799 0.993344
858 55146 0.288255 0.500298
859 49832 0.150189 0.702234
860 19813 0.217264 0.336469
861 55551 0.908025 0.252340
862 32112 0.817141 0.010895
863 45309 0.912426 0.480906
864 23064 0.217278 0.726315
865 6058 0.093746 0.707065
866 38925 0.017874 0.601783
867 13749 0.759296 0.213046
868 41728 0.503565 0.577863
869 20623 0.639823 0.452876
870 15313 0.801455 0.647737
