data;

param numFacilities := 49;
185 519135 0.923175 0.171369
186 257982 0.298527 0.763740
187 525620 0.329792 0.293797
188 390906 0.071987 0.780494
189 299825 0.040328 0.126105
190 126416 0.637725 0.503350
191 240726 0.055116 0.840077
192 441649 0.614604 0.468641
193 353339 0.592242 0.601945
194 508239 0.422043 0.738610
195 535581 0.002502 0.787760
196 366882 0.880446 0.200283
197 157331 0.538112 0.583962
198 327072 0.929615 0.989273
199 229367 0.743676 0.924839
200 298126 0.828397 0.443037
201 337507 0.607245 0.635182
202 364696 0.920266 0.869163
203 70015 0.125988 0.292305
204 360072 0.773430 0.256318
205 285691 0.505165 0.362898
206 134090 0.489412 0.692930
207 227955 0.348588 0.246319
208 5073 0.580725 0.568603
209 287487 0.497984 0.736395
210 447564 0.011768 0.622759
211 46320 0.958369 0.674244
212 94330 0.024469 0.995481
213 509044 0.720418 0.860367
214 488300 0.161985 0.195271
215 580074 0.708612 0.993097
216 422392 0.982394 0.017830
217 261214 0.348530 0.491490
218 436108 0.570190 0.135052
219 385984 0.899893 0.421060
220 305638 0.351220 0.672733
221 221763 0.459616 0.274780
222 155494 0.384440 0.384971
223 570375 0.268360 0.002393
224 208513 0.625341 0.549572
225 354106 0.153155 0.037386
226 203913 0.296287 0.223185
227 537128 0.076285 0.991201
228 331717 0.143261 0.068650
229 131093 0.069419 0.383648
230 355113 0.461246 0.349691
231 132276 0.302113 0.878606
232 357807 0.741907 0.641947
233 427068 0.436817 0.641699
234 49583 0.332531 0.071706
235 300975 0.478943 0.792338
236 121386 0.951967 0.323930
237 284026 0.073406 0.766953
238 584132 0.749365 0.490032
239 460817 0.211413 0.090443
240 150723 0.228954 0.135714
241 563519 0.780853 0.049306
242 126088 0.089699 0.052620
243 405779 0.145945 0.234296
244 302531 0.211001 0.869047
245 363945 0.714826 0.480387
246 573970 0.533913 0.081196
247 2452 0.647204 0.244078
248 432422 0.320169 0.978000
249 178995 0.632234 0.039237
250 10571 0.572939 0.616336
251 580056 0.261767 0.923103
252 488387 0.785658 0.424646
253 628936 0.332553 0.059812
254 487044 0.533237 0.061357
255 382954 0.167168 0.902850
256 490744 0.549725 0.865944
257 394705 0.539274 0.876085
258 566298 0.059876 0.851395
259 419107 0.695168 0.533556
260 173623 0.889394 0.987825
261 227332 0.522858 0.556344
262 481346 0.602371 0.412903
263 11295 0.858749 0.287784
264 419741 0.724409 0.392389
265 640656 0.299057 0.131411
266 412834 0.857059 0.069099
267 624325 0.173041 0.979013
268 266113 0.908539 0.868712
269 169585 0.702024 0.072533
270 405018 0.461232 0.127846
271 635119 0.856123 0.767502
272 388352 0.076884 0.900228
273 87807 0.522588 0.110851
274 407941 0.765884 0.605756
275 27475 0.786295 0.510162
276 128560 0.184188 0.941378
277 607019 0.290285 0.964593
278 489063 0.727686 0.482590
279 268146 0.573020 0.417675
280 75001 0.382869 0.869976
281 661833 0.237222 0.482476
282 658684 0.184086 0.092116
283 121657 0.512118 0.631291
284 143163 0.000136 0.688065
285 137417 0.188931 0.571500
286 620585 0.785962 0.274635
287 674105 0.133240 0.190167
288 130963 0.309217 0.364706
289 642880 0.316886 0.853339
290 462852 0.029303 0.326281
291 203110 0.699346 0.656168
292 182598 0.619297 0.055422
293 610698 0.334735 0.242322
294 33438 0.808749 0.495269
295 463972 0.763022 0.173199
296 213794 0.936508 0.606361
297 236119 0.101850 0.617500
298 264478 0.972355 0.584365
299 161278 0.595769 0.852629
300 702932 0.768485 0.938056
301 29480 0.160372 0.390575
302 430713 0.769360 0.091725
303 497041 0.000969 0.003717
304 167387 0.531675 0.511509
305 586385 0.397608 0.795631
306 462149 0.491835 0.168849
307 74737 0.809519 0.775642
308 748415 0.462755 0.602016
309 55660 0.068987 0.470921
310 596577 0.458975 0.961251
311 747341 0.422804 0.305885
312 29997 0.443698 0.238804
313 654543 0.338342 0.245011
314 566812 0.256464 0.922552
315 190407 0.985203 0.507688
316 302630 0.362431 0.548397
317 478250 0.506088 0.339484
318 9975 0.485095 0.223785
319 435344 0.590485 0.954326
320 697644 0.576874 0.349882
321 536306 0.601797 0.186078
322 347864 0.309880 0.887173
323 88480 0.718938 0.026329
324 329882 0.952668 0.674629
325 450595 0.936078 0.093050
326 373709 0.217098 0.185662
327 521606 0.544430 0.423267
328 319103 0.623397 0.914003
329 471030 0.717057 0.658637
330 355538 0.213846 0.883636
331 93393 0.949832 0.180432
332 752338 0.792394 0.039122
333 111302 0.610355 0.837981
334 516124 0.698382 0.400073
335 312688 0.129497 0.231182
336 51152 0.989294 0.070606
337 322166 0.950064 0.214225
338 568234 0.751943 0.112255
339 519484 0.130150 0.751611
340 536031 0.657396 0.974696
341 611359 0.053582 0.902617
342 805238 0.420399 0.081163
343 530074 0.210215 0.178810
344 341228 0.498610 0.314570
345 206212 0.385120 0.004629
346 710146 0.260914 0.720291
347 389976 0.795835 0.345416
348 288500 0.535865 0.993387
349 489698 0.350365 0.564788
350 56896 0.650771 0.946062
351 410952 0.094823 0.730560
352 63946 0.939347 0.181194
353 668715 0.896680 0.783853
354 318109 0.527643 0.035798
355 859091 0.002864 0.413289
356 521947 0.934686 0.875223
357 933335 0.507212 0.653724
358 273651 0.604796 0.843347
359 54240 0.646246 0.396829
360 704863 0.128684 0.262411
361 594580 0.311349 0.513434
362 807792 0.425421 0.397025
363 885144 0.353705 0.680175
364 662010 0.296153 0.630772
365 94602 0.464179 0.160916
366 416636 0.682119 0.172618
367 331538 0.815098 0.768215
368 139288 0.338751 0.941248
369 310494 0.029264 0.746688
370 239384 0.585061 0.487242
371 282381 0.002589 0.772877
372 721064 0.854682 0.149231
373 320558 0.716730 0.586876
374 104527 0.746385 0.476742
375 52952 0.784463 0.220304
376 1038060 0.925187 0.603403
377 681593 0.864806 0.363879
378 170820 0.068709 0.610066
379 200809 0.201482 0.781693
380 370237 0.402847 0.740614
381 19546 0.088431 0.659255
382 827734 0.494749 0.946323
383 57865 0.242369 0.773945
384 702899 0.315304 0.251195
385 731039 0.533250 0.411673
386 1161464 0.905139 0.567678
387 1145589 0.618712 0.024040
388 588313 0.099578 0.038242
389 546233 0.741263 0.418713
390 677648 0.264531 0.163869
391 527109 0.187903 0.891043
392 22498 0.687870 0.499182
393 751781 0.696051 0.725744
394 1046705 0.323542 0.536604
395 807071 0.679004 0.807214
396 63679 0.540004 0.083233
397 21909 0.992580 0.027670
398 507778 0.687021 0.658319
399 39823 0.135085 0.528226
400 944525 0.389155 0.800004
401 962037 0.899276 0.407622
402 1193298 0.211986 0.570288
403 1350430 0.721016 0.388430
404 317048 0.620688 0.416690
405 1284937 0.044192 0.347990
406 351778 0.357331 0.536951
407 226104 0.778793 0.557011
408 1220537 0.343316 0.528468
409 976459 0.991337 0.813951
410 872940 0.952218 0.197490
411 1423436 0.568354 0.252513
412 673267 0.862432 0.969388
413 943520 0.053941 0.242857
414 190329 0.798475 0.818172
415 1660564 0.049843 0.732970
416 1222697 0.756745 0.046969
417 1470299 0.054490 0.724607
418 4371 0.620865 0.978018
419 1264720 0.871490 0.490364
420 1694750 0.350126 0.487365
421 574197 0.063692 0.317571
422 500445 0.705620 0.034632
423 786951 0.237690 0.020768
424 678709 0.201515 0.577960
425 1300576 0.461175 0.844786
426 1962863 0.929609 0.861983
427 1198374 0.733840 0.791106
428 975042 0.649544 0.646103
429 1917432 0.311273 0.501675
430 1387183 0.235295 0.432114
431 514516 0.935571 0.011302
432 882660 0.960121 0.738352
433 171969 0.950606 0.934402
434 1339246 0.500320 0.747051
435 465317 0.901400 0.759453
436 1425660 0.840849 0.063026
437 59093 0.039005 0.507747
438 19723 0.150104 0.044660
439 2767145 0.280195 0.493297
440 639551 0.611109 0.837474
441 1280328 0.510227 0.531447
442 3398132 0.527013 0.215384;

end;
