data;

param numFacilities := 50;
70 498 152614.475000 29094.990000
71 386 26764.242500 66255.087500
72 345 76856.172500 138312.272500
73 318 79512.752500 42200.132500
74 383 125875.397500 5676.252500
75 365 106013.335000 119635.482500
76 513 196034.480000 28801.310000
77 515 39584.120000 174285.602500
78 330 117579.952500 101107.550000
79 350 89004.322500 111123.035000
80 507 57722.827500 2095.590000
81 441 7113.115000 145392.800000
82 368 149304.880000 173219.417500
83 303 86529.067500 102517.402500
84 460 188525.677500 166907.692500
85 343 87068.355000 106732.385000
86 427 81857.357500 109348.157500
87 444 125348.030000 94754.170000
88 337 96350.247500 36619.715000
89 331 198625.142500 112358.697500
90 362 157421.405000 1501.830000
91 444 2332.187500 96835.512500
92 338 110295.040000 132744.680000
93 275 78623.215000 42566.077500
94 513 21253.327500 18681.492500
95 418 15794.120000 161981.772500
96 381 75360.235000 86427.530000
97 484 70302.915000 3702.462500
98 286 154321.257500 152605.730000
99 415 129006.010000 180797.730000
100 401 39488.770000 151657.797500
101 407 113001.260000 106845.797500
102 286 87961.622500 68594.277500
103 380 162520.477500 135590.245000
104 409 184705.867500 139551.030000
105 437 116357.552500 154659.777500
106 371 4005.597500 94240.397500
107 298 165815.820000 136482.855000
108 423 194282.505000 105505.442500
109 298 76539.012500 161328.785000
110 321 188859.802500 41999.350000
111 304 194773.860000 112922.945000
112 438 56195.022500 142231.260000
113 467 7314.137500 178413.117500
114 519 128615.540000 135847.075000
115 410 71992.937500 107573.730000
116 277 154515.525000 19563.217500
117 709 20435.110000 0.000000
118 487 126958.550000 7761.350000
119 229 168874.070000 131483.272500
120 284 47011.627500 180804.217500
121 390 150342.627500 42899.327500
122 357 90521.330000 14130.960000
123 426 12337.717500 159796.392500
124 372 72890.390000 160970.600000
125 530 114674.992500 135435.765000
126 405 194479.660000 50486.200000
127 402 12437.862500 172264.667500
128 419 39842.555000 52324.862500
129 358 99554.022500 161364.887500
130 431 13562.085000 38531.372500
131 432 80545.325000 54943.602500
132 457 143905.382500 20605.107500
133 448 76059.220000 143572.035000
134 251 41856.660000 140737.535000
135 453 112857.122500 156289.452500
136 384 177216.730000 108666.277500
137 181 65573.525000 134515.392500
138 236 176394.045000 94871.512500
139 420 8647.117500 44022.240000
140 364 3846.977500 14788.227500
141 517 143433.395000 56793.055000
142 503 63008.342500 112303.120000
143 363 150259.607500 79270.985000
144 381 138302.190000 63364.417500
145 416 133583.052500 41069.647500
146 482 117642.332500 27120.702500
147 343 72229.495000 132858.305000
148 474 47212.700000 136032.392500
149 281 197439.155000 113112.865000
150 547 57551.312500 183169.675000
151 479 10341.120000 47576.665000
152 298 98459.695000 71617.287500
153 418 179679.802500 85188.170000
154 416 134008.182500 84876.217500
155 634 170618.580000 175914.520000
156 474 161168.870000 117008.167500
157 354 11451.860000 13846.700000
158 477 117709.285000 56056.115000
159 452 191342.495000 158613.852500
160 433 23895.365000 43506.927500
161 391 107161.702500 127479.520000
162 290 164118.720000 181037.142500
163 599 179334.850000 197061.802500
164 351 191092.922500 15828.067500
165 608 66048.150000 47887.605000
166 410 130074.947500 166995.005000
167 321 95310.457500 82592.030000
168 373 86577.962500 17945.252500
169 390 192120.785000 186822.457500
170 349 6372.105000 99730.917500
171 374 81354.505000 130958.112500
172 378 71576.342500 197932.660000
173 228 152715.627500 164036.737500
174 478 52407.852500 33491.182500
175 323 151556.845000 33271.395000
176 335 5229.445000 173940.387500
177 423 152576.215000 174642.545000
178 290 130464.532500 150396.697500
179 375 35844.865000 70466.212500
180 378 47930.487500 73945.297500
181 356 17565.770000 87286.217500
182 343 186019.845000 124278.367500
183 407 49171.460000 149785.507500
184 304 133702.812500 48642.250000
185 538 151597.950000 95097.460000
186 361 134796.247500 186089.767500
187 306 174903.210000 150243.057500
188 501 90971.760000 140377.625000
189 451 183096.097500 115620.127500
190 480 190367.560000 124030.400000
191 427 32121.140000 27848.647500
192 395 121855.947500 119364.880000
193 457 121860.070000 8860.762500
194 282 89063.287500 167132.365000
195 340 174048.942500 161392.572500
196 521 195197.675000 58734.080000
197 390 64409.250000 39565.745000
198 436 133994.605000 170537.922500
199 387 138678.682500 72131.137500;

end;
