sceneID,acquisitionDate,sunElevation,sunAzimuth
LT51910252006269MOR00,2006-09-26,36.58686894,159.46198041
LT51920252006292MOR00,2006-10-19,28.37016343,163.49223654
LT51920252006292MOR00,2006-10-19,28.37016343,163.49223654
LE71920252006300ASN00,2006-10-27,25.4161415,163.0817108
LE71920252006300ASN00,2006-10-27,25.4161415,163.0817108
LE71920252006300ASN00,2006-10-27,25.4161415,163.0817108
LT51910252006301MOR00,2006-10-28,25.34318834,164.47935965
LT51910252006301MOR00,2006-10-28,25.34318834,164.47935965
LE71910252006341ASN00,2006-12-07,15.4807158,163.3600616
LE71910252006341ASN00,2006-12-07,15.4807158,163.3600616
LE71910252006341ASN00,2006-12-07,15.4807158,163.3600616
LE71910252007072ASN00,2007-03-13,33.5399055,153.5374298
LE71910252007072ASN00,2007-03-13,33.5399055,153.5374298
LE71910252007072ASN00,2007-03-13,33.5399055,153.5374298
LE71920252007095ASN00,2007-04-05,42.6434517,152.2003174
LE71920252007095ASN00,2007-04-05,42.6434517,152.2003174
LE71920252007095ASN00,2007-04-05,42.6434517,152.2003174
LE71910252007104ASN00,2007-04-14,46.0039101,151.5633392
LE71910252007104ASN00,2007-04-14,46.0039101,151.5633392
LE71910252007104ASN00,2007-04-14,46.0039101,151.5633392
LE71920252007111ASN00,2007-04-21,48.4563103,150.9577332
LE71920252007111ASN00,2007-04-21,48.4563103,150.9577332
LE71920252007111ASN00,2007-04-21,48.4563103,150.9577332
LT51920252007119MOR00,2007-04-29,51.3532062,151.88706536
LT51920252007119MOR00,2007-04-29,51.3532062,151.88706536
LE71910252007120ASN00,2007-04-30,51.332695,150.0131378
LE71910252007120ASN00,2007-04-30,51.332695,150.0131378
LE71910252007120ASN00,2007-04-30,51.332695,150.0131378
LT51910252007144MOR00,2007-05-24,57.34687929,148.40262621
LT51910252007144MOR00,2007-05-24,57.34687929,148.40262621
LE71920252007159ASN00,2007-06-08,58.6979332,144.0688934
LE71920252007159ASN00,2007-06-08,58.6979332,144.0688934
LE71920252007159ASN00,2007-06-08,58.6979332,144.0688934
LT51910252007160MOR00,2007-06-09,59.14671161,145.7872771
LT51910252007160MOR00,2007-06-09,59.14671161,145.7872771
LT51920252007167MOR00,2007-06-16,59.39349239,144.80439401
LT51920252007167MOR00,2007-06-16,59.39349239,144.80439401
LE71920252007175ASN00,2007-06-24,58.8938828,142.2274323
LE71920252007175ASN00,2007-06-24,58.8938828,142.2274323
LE71920252007175ASN00,2007-06-24,58.8938828,142.2274323
LT51910252007176MOR00,2007-06-25,59.24612295,143.89891999
LT51910252007176MOR00,2007-06-25,59.24612295,143.89891999
LT51920252007199MOR00,2007-07-18,56.74370742,144.13257961
LT51920252007199MOR00,2007-07-18,56.74370742,144.13257961
LE71910252007200ASN00,2007-07-19,56.1914139,142.6700134
LE71910252007200ASN00,2007-07-19,56.1914139,142.6700134
LE71910252007200ASN00,2007-07-19,56.1914139,142.6700134
LE71920252007207ASN00,2007-07-26,54.8817673,143.5864105
LE71920252007207ASN00,2007-07-26,54.8817673,143.5864105
LE71920252007207ASN00,2007-07-26,54.8817673,143.5864105
LT51910252007208MOR00,2007-07-27,55.05107892,145.24741908
LT51910252007208MOR00,2007-07-27,55.05107892,145.24741908
LE71910252007216ASN00,2007-08-04,52.9003868,145.1791077
LE71910252007216ASN00,2007-08-04,52.9003868,145.1791077
LE71910252007216ASN00,2007-08-04,52.9003868,145.1791077
LT51920252007231MOR00,2007-08-19,49.26871939,149.91218886
LT51920252007231MOR00,2007-08-19,49.26871939,149.91218886
LT51920252007247MOR00,2007-09-04,44.28302573,153.90995725
LT51920252007247MOR00,2007-09-04,44.28302573,153.90995725
LE71920252007287ASN00,2007-10-14,29.939785,161.4550781
LE71920252007287ASN00,2007-10-14,29.939785,161.4550781
LE71920252007287ASN00,2007-10-14,29.939785,161.4550781
LE71910252008091ASN00,2008-03-31,40.9726524,152.3394318
LE71910252008091ASN00,2008-03-31,40.9726524,152.3394318
LE71910252008091ASN00,2008-03-31,40.9726524,152.3394318
LE71910252008123ASN00,2008-05-02,52.1020584,149.4771576
LE71910252008123ASN00,2008-05-02,52.1020584,149.4771576
LE71910252008123ASN00,2008-05-02,52.1020584,149.4771576
LE71920252008130ASN00,2008-05-09,53.9791489,148.5205383
LE71920252008130ASN00,2008-05-09,53.9791489,148.5205383
LE71920252008130ASN00,2008-05-09,53.9791489,148.5205383
LE71920252008146ASN00,2008-05-25,57.2063713,145.9541321
LE71920252008146ASN00,2008-05-25,57.2063713,145.9541321
LE71920252008146ASN00,2008-05-25,57.2063713,145.9541321
LE71920252008162ASN00,2008-06-10,58.784977,143.383255
LE71920252008162ASN00,2008-06-10,58.784977,143.383255
LE71920252008162ASN00,2008-06-10,58.784977,143.383255
LE71920252008210ASN00,2008-07-28,54.2225227,143.7024231
LE71920252008210ASN00,2008-07-28,54.2225227,143.7024231
LE71920252008210ASN00,2008-07-28,54.2225227,143.7024231
LE71910252008219ASN00,2008-08-06,52.1449661,145.4160919
LE71910252008219ASN00,2008-08-06,52.1449661,145.4160919
LE71910252008219ASN00,2008-08-06,52.1449661,145.4160919
LE71910252008283ASN00,2008-10-09,31.3832378,160.4369659
LE71910252008283ASN00,2008-10-09,31.3832378,160.4369659
LE71910252008283ASN00,2008-10-09,31.3832378,160.4369659
LE71910252008299ASN00,2008-10-25,25.8602428,162.7248993
LE71910252008299ASN00,2008-10-25,25.8602428,162.7248993
LE71910252008299ASN00,2008-10-25,25.8602428,162.7248993
LE71920252008338ASN00,2008-12-03,15.9356937,163.4567108
LE71920252008338ASN00,2008-12-03,15.9356937,163.4567108
LE71920252008338ASN00,2008-12-03,15.9356937,163.4567108
LE71920252009084ASN00,2009-03-25,38.51012039,152.87571716
LE71920252009084ASN00,2009-03-25,38.51012039,152.87571716
LE71920252009084ASN00,2009-03-25,38.51012039,152.87571716
LE71910252009093ASN00,2009-04-03,42.04846954,152.36630249
LE71910252009093ASN00,2009-04-03,42.04846954,152.36630249
LE71910252009093ASN00,2009-04-03,42.04846954,152.36630249
LE71920252009100ASN00,2009-04-10,44.70925903,151.91442871
LE71920252009100ASN00,2009-04-10,44.70925903,151.91442871
LE71920252009100ASN00,2009-04-10,44.70925903,151.91442871
LE71910252009109ASN00,2009-04-19,47.93616867,151.21354675
LE71910252009109ASN00,2009-04-19,47.93616867,151.21354675
LE71910252009109ASN00,2009-04-19,47.93616867,151.21354675
LE71920252009116ASN00,2009-04-26,50.25217819,150.54251099
LE71920252009116ASN00,2009-04-26,50.25217819,150.54251099
LE71920252009116ASN00,2009-04-26,50.25217819,150.54251099
LE71920252009164ASN00,2009-06-13,58.99502563,143.56889343
LE71920252009164ASN00,2009-06-13,58.99502563,143.56889343
LE71920252009164ASN00,2009-06-13,58.99502563,143.56889343
LT51910252009165KIS01,2009-06-14,58.8265326,142.65699443
LT51910252009165KIS01,2009-06-14,58.8265326,142.65699443
LT51910252009181MOR00,2009-06-30,58.40625468,141.51906403
LT51910252009181MOR00,2009-06-30,58.40625468,141.51906403
LT51920252009188KIS01,2009-07-07,57.74761873,141.55630747
LT51920252009188KIS01,2009-07-07,57.74761873,141.55630747
LT51910252009197KIS01,2009-07-16,56.53004466,142.15071281
LT51910252009197KIS01,2009-07-16,56.53004466,142.15071281
LT51920252009204KIS01,2009-07-23,55.31201221,142.99378975
LT51920252009204KIS01,2009-07-23,55.31201221,142.99378975
LE71910252009205ASN00,2009-07-24,55.25975037,143.65917969
LE71910252009205ASN00,2009-07-24,55.25975037,143.65917969
LE71910252009205ASN00,2009-07-24,55.25975037,143.65917969
LT51910252009213KIS01,2009-08-01,53.44342277,144.53354824
LT51910252009213KIS01,2009-08-01,53.44342277,144.53354824
LT51920252009220KIS01,2009-08-08,51.76775436,145.99950742
LT51920252009220KIS01,2009-08-08,51.76775436,145.99950742
LE71920252009228ASN00,2009-08-16,49.74267578,148.25987244
LE71920252009228ASN00,2009-08-16,49.74267578,148.25987244
LE71920252009228ASN00,2009-08-16,49.74267578,148.25987244
LT51910252009229KIS01,2009-08-17,49.37076642,148.16100221
LT51910252009229KIS01,2009-08-17,49.37076642,148.16100221
LT51920252009236KIS00,2009-08-24,47.32827875,149.96135021
LT51920252009236KIS00,2009-08-24,47.32827875,149.96135021
LE71910252009237ASN00,2009-08-25,47.10250473,150.50668335
LE71910252009237ASN00,2009-08-25,47.10250473,150.50668335
LE71910252009237ASN00,2009-08-25,47.10250473,150.50668335
LE71920252009244ASN00,2009-09-01,44.89685822,152.3139801
LE71920252009244ASN00,2009-09-01,44.89685822,152.3139801
LE71920252009244ASN00,2009-09-01,44.89685822,152.3139801
LT51920252009252KIS01,2009-09-09,42.19630431,154.18475655
LT51920252009252KIS01,2009-09-09,42.19630431,154.18475655
LE71910252009253ASN00,2009-09-10,41.90242767,154.60736084
LE71910252009253ASN00,2009-09-10,41.90242767,154.60736084
LE71910252009253ASN00,2009-09-10,41.90242767,154.60736084
LT51910252009261MOR00,2009-09-18,39.09627478,156.45391354
LT51910252009261MOR00,2009-09-18,39.09627478,156.45391354
LT51920252009268MOR00,2009-09-25,36.61374152,158.08317089
LT51920252009268MOR00,2009-09-25,36.61374152,158.08317089
LE71910252009269ASN00,2009-09-26,36.27318573,158.36254883
LE71910252009269ASN00,2009-09-26,36.27318573,158.36254883
LE71910252009269ASN00,2009-09-26,36.27318573,158.36254883
LT51910252009277KIS00,2009-10-04,33.39069403,159.97032475
LT51910252009277KIS00,2009-10-04,33.39069403,159.97032475
LT51910252009293KIS00,2009-10-20,27.74728119,162.55530613
LT51910252009293KIS00,2009-10-20,27.74728119,162.55530613
LT51910252009309KIS00,2009-11-05,22.58195954,164.01278526
LT51910252009309KIS00,2009-11-05,22.58195954,164.01278526
LT51920252009316KIS00,2009-11-12,20.58645591,164.27228611
LT51920252009316KIS00,2009-11-12,20.58645591,164.27228611
LE71920252009324ASN00,2009-11-20,18.60138893,164.41127014
LE71920252009324ASN00,2009-11-20,18.60138893,164.41127014
LE71920252009324ASN00,2009-11-20,18.60138893,164.41127014
LT51920252009332KIS00,2009-11-28,16.90691842,164.06738988
LT51920252009332KIS00,2009-11-28,16.90691842,164.06738988
LE71910252010096ASN00,2010-04-06,43.24379349,152.78840637
LE71910252010096ASN00,2010-04-06,43.24379349,152.78840637
LE71910252010096ASN00,2010-04-06,43.24379349,152.78840637
LE71920252010103ASN00,2010-04-13,45.86346436,152.33670044
LE71920252010103ASN00,2010-04-13,45.86346436,152.33670044
LE71920252010103ASN00,2010-04-13,45.86346436,152.33670044
LE71910252010112ASN00,2010-04-22,49.01435089,151.61759949
LE71910252010112ASN00,2010-04-22,49.01435089,151.61759949
LE71910252010112ASN00,2010-04-22,49.01435089,151.61759949
LT51920252010159MOR00,2010-06-08,58.78132479,144.45642567
LT51920252010159MOR00,2010-06-08,58.78132479,144.45642567
LT51910252010168MOR00,2010-06-17,59.0872367,143.27277178
LT51910252010168MOR00,2010-06-17,59.0872367,143.27277178
LT51910252010184KIS01,2010-07-03,58.3675788,142.24771765
LT51910252010184KIS01,2010-07-03,58.3675788,142.24771765
LT51920252010191KIS01,2010-07-10,57.59027951,142.36231286
LT51920252010191KIS01,2010-07-10,57.59027951,142.36231286
LE71910252010192ASN00,2010-07-11,57.64287567,143.12796021
LE71910252010192ASN00,2010-07-11,57.64287567,143.12796021
LE71910252010192ASN00,2010-07-11,57.64287567,143.12796021
LT51910252010200KIS01,2010-07-19,56.2302063,143.05034248
LT51910252010200KIS01,2010-07-19,56.2302063,143.05034248
LT51920252010207KIS01,2010-07-26,54.90961114,143.95438407
LT51920252010207KIS01,2010-07-26,54.90961114,143.95438407
LE71910252010208ASN00,2010-07-27,54.89513779,144.84536743
LE71910252010208ASN00,2010-07-27,54.89513779,144.84536743
LE71910252010208ASN00,2010-07-27,54.89513779,144.84536743
LT51910252010216KIS01,2010-08-04,52.91874861,145.54376229
LT51910252010216KIS01,2010-08-04,52.91874861,145.54376229
LT51920252010223KIS01,2010-08-11,51.15558676,147.02358749
LT51920252010223KIS01,2010-08-11,51.15558676,147.02358749
LT51910252010232KIS01,2010-08-20,48.66004694,149.18571255
LT51910252010232KIS01,2010-08-20,48.66004694,149.18571255
LT51910252010248KIS01,2010-09-05,43.65985699,153.28759068
LT51910252010248KIS01,2010-09-05,43.65985699,153.28759068
LT51920252010255KIS01,2010-09-12,41.29203353,155.05327362
LT51920252010255KIS01,2010-09-12,41.29203353,155.05327362
LE71920252010263ASN00,2010-09-20,38.63345718,157.63583374
LE71920252010263ASN00,2010-09-20,38.63345718,157.63583374
LE71920252010263ASN00,2010-09-20,38.63345718,157.63583374
LT51910252010264KIS01,2010-09-21,38.14473348,157.21442463
LT51910252010264KIS01,2010-09-21,38.14473348,157.21442463
LE71920252010295ASN00,2010-10-22,27.26581573,163.44351196
LE71920252010295ASN00,2010-10-22,27.26581573,163.44351196
LE71920252010295ASN00,2010-10-22,27.26581573,163.44351196
LT51920252010303KIS00,2010-10-30,24.48996973,163.46650991
LT51920252010303KIS00,2010-10-30,24.48996973,163.46650991
LE71910252011083ASN00,2011-03-24,38.16360474,154.00749207
LE71910252011083ASN00,2011-03-24,38.16360474,154.00749207
LE71910252011083ASN00,2011-03-24,38.16360474,154.00749207
LE71910252011099ASN00,2011-04-09,44.40581512,153.15156555
LE71910252011099ASN00,2011-04-09,44.40581512,153.15156555
LE71910252011099ASN00,2011-04-09,44.40581512,153.15156555
LE71920252011106ASN00,2011-04-16,46.97442245,152.68121338
LE71920252011106ASN00,2011-04-16,46.97442245,152.68121338
LE71920252011106ASN00,2011-04-16,46.97442245,152.68121338
LT51910252011107KIS00,2011-04-17,47.01881439,151.24521761
LT51910252011107KIS00,2011-04-17,47.01881439,151.24521761
LT51920252011114KIS00,2011-04-24,49.39420114,150.58509192
LT51920252011114KIS00,2011-04-24,49.39420114,150.58509192
LE71920252011122ASN00,2011-05-02,52.19689178,151.18637085
LE71920252011122ASN00,2011-05-02,52.19689178,151.18637085
LE71920252011122ASN00,2011-05-02,52.19689178,151.18637085
LT51910252011139KIS00,2011-05-19,56.03304525,147.27111314
LT51910252011139KIS00,2011-05-19,56.03304525,147.27111314
LT51920252011146KIS00,2011-05-26,57.24666578,146.10493501
LT51920252011146KIS00,2011-05-26,57.24666578,146.10493501
LE71920252011154ASN00,2011-06-03,58.62711334,146.46247864
LE71920252011154ASN00,2011-06-03,58.62711334,146.46247864
LE71920252011154ASN00,2011-06-03,58.62711334,146.46247864
LT51910252011155KIS01,2011-06-04,58.33807053,144.61605679
LT51910252011155KIS01,2011-06-04,58.33807053,144.61605679
LT51920252011162KIS01,2011-06-11,58.80945791,143.53456453
LT51920252011162KIS01,2011-06-11,58.80945791,143.53456453
LE71920252011170ASN00,2011-06-19,59.37239456,144.29762268
LE71920252011170ASN00,2011-06-19,59.37239456,144.29762268
LE71920252011170ASN00,2011-06-19,59.37239456,144.29762268
LT51910252011171KIS01,2011-06-20,58.94702946,142.44860305
LT51910252011171KIS01,2011-06-20,58.94702946,142.44860305
LT51920252011178KIS01,2011-06-27,58.69841516,141.90633853
LT51920252011178KIS01,2011-06-27,58.69841516,141.90633853
LE71910252011179ASN00,2011-06-28,59.06854248,143.62252808
LE71910252011179ASN00,2011-06-28,59.06854248,143.62252808
LE71910252011179ASN00,2011-06-28,59.06854248,143.62252808
LT51910252011187KIS01,2011-07-06,57.96133879,141.72321539
LT51910252011187KIS01,2011-07-06,57.96133879,141.72321539
LE71920252011218ASN00,2011-08-06,52.78256607,147.07524109
LE71920252011218ASN00,2011-08-06,52.78256607,147.07524109
LE71920252011218ASN00,2011-08-06,52.78256607,147.07524109
LT51920252011226KIS01,2011-08-14,50.29039295,147.13887027
LT51920252011226KIS01,2011-08-14,50.29039295,147.13887027
LE71920252011234ASN00,2011-08-22,48.40571213,150.743927
LE71920252011234ASN00,2011-08-22,48.40571213,150.743927
LE71920252011234ASN00,2011-08-22,48.40571213,150.743927
LT51910252011235KIS01,2011-08-23,47.72185599,149.35273506
LT51910252011235KIS01,2011-08-23,47.72185599,149.35273506
LE71910252011243ASN00,2011-08-31,45.6109581,153.00788879
LE71910252011243ASN00,2011-08-31,45.6109581,153.00788879
LE71910252011243ASN00,2011-08-31,45.6109581,153.00788879
LT51920252011258KIS01,2011-09-15,40.22532405,155.19456951
LT51920252011258KIS01,2011-09-15,40.22532405,155.19456951
LE71910252011259ASN00,2011-09-16,40.19808197,156.97216797
LE71910252011259ASN00,2011-09-16,40.19808197,156.97216797
LE71910252011259ASN00,2011-09-16,40.19808197,156.97216797
LT51910252011267KIS01,2011-09-24,37.05264116,157.28851043
LT51910252011267KIS01,2011-09-24,37.05264116,157.28851043
LT51920252011274KIS01,2011-10-01,34.53813584,158.74971391
LT51920252011274KIS01,2011-10-01,34.53813584,158.74971391
LE71910252011275ASN00,2011-10-02,34.45984268,160.43147278
LE71910252011275ASN00,2011-10-02,34.45984268,160.43147278
LE71910252011275ASN00,2011-10-02,34.45984268,160.43147278
LT51920252011290KIS00,2011-10-17,28.84367083,161.49644642
LT51920252011290KIS00,2011-10-17,28.84367083,161.49644642
LE71910252011291ASN00,2011-10-18,28.76480293,163.14100647
LE71910252011291ASN00,2011-10-18,28.76480293,163.14100647
LE71910252011291ASN00,2011-10-18,28.76480293,163.14100647
LE71920252012077ASN00,2012-03-17,35.70133591,154.45664978
LE71920252012077ASN00,2012-03-17,35.70133591,154.45664978
LE71920252012077ASN00,2012-03-17,35.70133591,154.45664978
LE71910252012086ASN00,2012-03-26,39.29418945,154.01338196
LE71910252012086ASN00,2012-03-26,39.29418945,154.01338196
LE71910252012086ASN00,2012-03-26,39.29418945,154.01338196
LE71910252012102ASN00,2012-04-11,45.46284866,153.11624146
LE71910252012102ASN00,2012-04-11,45.46284866,153.11624146
LE71910252012102ASN00,2012-04-11,45.46284866,153.11624146
LE71920252012109EDC00,2012-04-18,47.97416687,152.60664368
LE71920252012109EDC00,2012-04-18,47.97416687,152.60664368
LE71920252012109EDC00,2012-04-18,47.97416687,152.60664368
LE71910252012118ASN00,2012-04-27,50.94219589,151.78256226
LE71910252012118ASN00,2012-04-27,50.94219589,151.78256226
LE71910252012118ASN00,2012-04-27,50.94219589,151.78256226
LE71920252012125ASN00,2012-05-04,53.01050568,150.99491882
LE71920252012125ASN00,2012-05-04,53.01050568,150.99491882
LE71920252012125ASN00,2012-05-04,53.01050568,150.99491882
LE71920252012141ASN00,2012-05-20,56.77833176,148.81819153
LE71920252012141ASN00,2012-05-20,56.77833176,148.81819153
LE71920252012141ASN00,2012-05-20,56.77833176,148.81819153
LE71910252012150ASN00,2012-05-29,58.20882416,147.42762756
LE71910252012150ASN00,2012-05-29,58.20882416,147.42762756
LE71910252012150ASN00,2012-05-29,58.20882416,147.42762756
LE71920252012173ASN00,2012-06-21,59.43680573,144.47029114
LE71920252012173ASN00,2012-06-21,59.43680573,144.47029114
LE71920252012173ASN00,2012-06-21,59.43680573,144.47029114
LE71910252012182ASN00,2012-06-30,58.9958725,144.00346375
LE71910252012182ASN00,2012-06-30,58.9958725,144.00346375
LE71910252012182ASN00,2012-06-30,58.9958725,144.00346375
LE71920252012205ASN00,2012-07-23,55.85006332,145.39582825
LE71920252012205ASN00,2012-07-23,55.85006332,145.39582825
LE71920252012205ASN00,2012-07-23,55.85006332,145.39582825
LE71910252012214ASN00,2012-08-01,53.94914627,146.88139343
LE71910252012214ASN00,2012-08-01,53.94914627,146.88139343
LE71910252012214ASN00,2012-08-01,53.94914627,146.88139343
LE71920252012221ASN00,2012-08-08,52.24610138,148.30722046
LE71920252012221ASN00,2012-08-08,52.24610138,148.30722046
LE71920252012221ASN00,2012-08-08,52.24610138,148.30722046
LE71910252012230ASN00,2012-08-17,49.80709839,150.39395142
LE71910252012230ASN00,2012-08-17,49.80709839,150.39395142
LE71910252012230ASN00,2012-08-17,49.80709839,150.39395142
LE71920252012253ASN00,2012-09-09,42.51794434,156.20428467
LE71920252012253ASN00,2012-09-09,42.51794434,156.20428467
LE71920252012253ASN00,2012-09-09,42.51794434,156.20428467
LE71910252012262ASN00,2012-09-18,39.37402725,158.37593079
LE71910252012262ASN00,2012-09-18,39.37402725,158.37593079
LE71910252012262ASN00,2012-09-18,39.37402725,158.37593079
LE71920252012269ASN00,2012-09-25,36.86220551,159.94032288
LE71920252012269ASN00,2012-09-25,36.86220551,159.94032288
LE71920252012269ASN00,2012-09-25,36.86220551,159.94032288
LE71920252012285ASN00,2012-10-11,31.08154297,162.92260742
LE71920252012285ASN00,2012-10-11,31.08154297,162.92260742
LE71920252012285ASN00,2012-10-11,31.08154297,162.92260742
LE71910252012342ASN00,2012-12-07,15.71225929,164.81173706
LE71910252012342ASN00,2012-12-07,15.71225929,164.81173706
LE71910252012342ASN00,2012-12-07,15.71225929,164.81173706
LE71920252013063ASN00,2013-03-04,30.60940742,155.74211121
LE71920252013063ASN00,2013-03-04,30.60940742,155.74211121
LE71920252013063ASN00,2013-03-04,30.60940742,155.74211121
LE71920252013111ASN01,2013-04-21,49.05783463,153.05854797
LE71920252013111ASN01,2013-04-21,49.05783463,153.05854797
LE71920252013111ASN01,2013-04-21,49.05783463,153.05854797
LC81910252013112LGN01,2013-04-22,49.97602512,155.05747544
LC81910252013112LGN01,2013-04-22,49.97602512,155.05747544
LC81910252013112LGN01,2013-04-22,49.97602512,155.05747544
LC81920252013135LGN01,2013-05-15,56.47318281,152.6424831
LC81920252013135LGN01,2013-05-15,56.47318281,152.6424831
LC81920252013135LGN01,2013-05-15,56.47318281,152.6424831
LE71920252013159ASN00,2013-06-08,59.2575531,146.47087097
LE71920252013159ASN00,2013-06-08,59.2575531,146.47087097
LE71920252013159ASN00,2013-06-08,59.2575531,146.47087097
LC81910252013160LGN00,2013-06-09,60.0251582,148.88928377
LC81910252013160LGN00,2013-06-09,60.0251582,148.88928377
LC81910252013160LGN00,2013-06-09,60.0251582,148.88928377
LC81920252013167LGN00,2013-06-16,60.27475701,147.97077439
LC81920252013167LGN00,2013-06-16,60.27475701,147.97077439
LC81920252013167LGN00,2013-06-16,60.27475701,147.97077439
LE71910252013168ASN00,2013-06-17,59.556427,145.28492737
LE71910252013168ASN00,2013-06-17,59.556427,145.28492737
LE71910252013168ASN00,2013-06-17,59.556427,145.28492737
LC81920252013183LGN00,2013-07-02,59.66272009,146.82199989
LC81920252013183LGN00,2013-07-02,59.66272009,146.82199989
LC81920252013183LGN00,2013-07-02,59.66272009,146.82199989
LE71920252013191ASN00,2013-07-10,58.0337944,144.35237122
LE71920252013191ASN00,2013-07-10,58.0337944,144.35237122
LE71920252013191ASN00,2013-07-10,58.0337944,144.35237122
LE71910252013200ASN00,2013-07-19,56.65245819,145.00239563
LE71910252013200ASN00,2013-07-19,56.65245819,145.00239563
LE71910252013200ASN00,2013-07-19,56.65245819,145.00239563
LE71920252013207ASN00,2013-07-26,55.31489563,145.88581848
LE71920252013207ASN00,2013-07-26,55.31489563,145.88581848
LE71920252013207ASN00,2013-07-26,55.31489563,145.88581848
LC81910252013208LGN00,2013-07-27,55.84504107,148.50431484
LC81910252013208LGN00,2013-07-27,55.84504107,148.50431484
LC81910252013208LGN00,2013-07-27,55.84504107,148.50431484
LC81920252013215LGN00,2013-08-03,54.25813542,149.68126106
LC81920252013215LGN00,2013-08-03,54.25813542,149.68126106
LC81920252013215LGN00,2013-08-03,54.25813542,149.68126106
LE71910252013216ASN00,2013-08-04,53.29567719,147.42930603
LE71910252013216ASN00,2013-08-04,53.29567719,147.42930603
LE71910252013216ASN00,2013-08-04,53.29567719,147.42930603
LE71920252013223ASN00,2013-08-11,51.542099,148.98823547
LE71920252013223ASN00,2013-08-11,51.542099,148.98823547
LE71920252013223ASN00,2013-08-11,51.542099,148.98823547
LC81910252013224LGN00,2013-08-12,51.94163468,151.50173882
LC81910252013224LGN00,2013-08-12,51.94163468,151.50173882
LC81910252013224LGN00,2013-08-12,51.94163468,151.50173882
LE71910252013248ASN00,2013-09-05,43.96990967,155.20536804
LE71910252013248ASN00,2013-09-05,43.96990967,155.20536804
LE71910252013248ASN00,2013-09-05,43.96990967,155.20536804
LE71920252013271ASN00,2013-09-28,35.87636948,160.5818634
LE71920252013271ASN00,2013-09-28,35.87636948,160.5818634
LE71920252013271ASN00,2013-09-28,35.87636948,160.5818634
LC81910252013272LGN00,2013-09-29,35.98813135,162.5466562
LC81910252013272LGN00,2013-09-29,35.98813135,162.5466562
LC81910252013272LGN00,2013-09-29,35.98813135,162.5466562
LE71920252013287ASN00,2013-10-14,30.11046791,163.40449524
LE71920252013287ASN00,2013-10-14,30.11046791,163.40449524
LE71920252013287ASN00,2013-10-14,30.11046791,163.40449524
LC81920252013295LGN00,2013-10-22,27.74228191,165.97159382
LC81920252013295LGN00,2013-10-22,27.74228191,165.97159382
LC81920252013295LGN00,2013-10-22,27.74228191,165.97159382
LC81910252013304LGN00,2013-10-31,24.76673357,166.71268353
LC81910252013304LGN00,2013-10-31,24.76673357,166.71268353
LC81910252013304LGN00,2013-10-31,24.76673357,166.71268353
LC81910252013336LGN00,2013-12-02,16.85526052,166.49954332
LC81910252013336LGN00,2013-12-02,16.85526052,166.49954332
LC81910252013336LGN00,2013-12-02,16.85526052,166.49954332
LC81910252014003LGN00,2014-01-03,15.41869813,163.03580458
LC81910252014003LGN00,2014-01-03,15.41869813,163.03580458
LC81910252014003LGN00,2014-01-03,15.41869813,163.03580458
LC81920252014010LGN00,2014-01-10,16.12225116,162.11751406
LC81920252014010LGN00,2014-01-10,16.12225116,162.11751406
LC81920252014010LGN00,2014-01-10,16.12225116,162.11751406
LE71910252014011SG100,2014-01-11,15.83667183,160.90237427
LE71910252014011SG100,2014-01-11,15.83667183,160.90237427
LE71910252014011SG100,2014-01-11,15.83667183,160.90237427
LE71910252014043SG100,2014-02-12,23.38520241,157.34944153
LE71910252014043SG100,2014-02-12,23.38520241,157.34944153
LE71910252014043SG100,2014-02-12,23.38520241,157.34944153
LC81910252014051LGN00,2014-02-20,26.51492609,157.70380556
LC81910252014051LGN00,2014-02-20,26.51492609,157.70380556
LC81910252014051LGN00,2014-02-20,26.51492609,157.70380556
LC81920252014058LGN00,2014-02-27,29.06925799,157.22171712
LC81920252014058LGN00,2014-02-27,29.06925799,157.22171712
LC81920252014058LGN00,2014-02-27,29.06925799,157.22171712
LE71920252014066SG101,2014-03-07,31.73421669,155.7973175
LE71920252014066SG101,2014-03-07,31.73421669,155.7973175
LE71920252014066SG101,2014-03-07,31.73421669,155.7973175
LC81910252014067LGN00,2014-03-08,32.52307795,156.70020056
LC81910252014067LGN00,2014-03-08,32.52307795,156.70020056
LC81910252014067LGN00,2014-03-08,32.52307795,156.70020056
LE71910252014107ASN00,2014-04-17,47.68302917,153.8183136
LE71910252014107ASN00,2014-04-17,47.68302917,153.8183136
LE71910252014107ASN00,2014-04-17,47.68302917,153.8183136
LE71920252014114ASN00,2014-04-24,50.07158279,153.28401184
LE71920252014114ASN00,2014-04-24,50.07158279,153.28401184
LE71920252014114ASN00,2014-04-24,50.07158279,153.28401184
LC81910252014115LGN00,2014-04-25,50.73220813,154.03606818
LC81910252014115LGN00,2014-04-25,50.73220813,154.03606818
LC81910252014115LGN00,2014-04-25,50.73220813,154.03606818
LE71920252014130ASN00,2014-05-10,54.72797012,151.58032227
LE71920252014130ASN00,2014-05-10,54.72797012,151.58032227
LE71920252014130ASN00,2014-05-10,54.72797012,151.58032227
LE71910252014139SG100,2014-05-19,56.74617386,150.32469177
LE71910252014139SG100,2014-05-19,56.74617386,150.32469177
LE71910252014139SG100,2014-05-19,56.74617386,150.32469177
LE71920252014146ASN00,2014-05-26,57.97617722,149.25318909
LE71920252014146ASN00,2014-05-26,57.97617722,149.25318909
